host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	6	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Philantomba monticola	Philantomba	monticola		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Rusa alfredi	Rusa	alfredi		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Syncerus caffer nanus	Syncerus	caffer	nanus	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Tragelaphus euryceros	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		50	2	<=5	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Tragelaphus spekii	Tragelaphus	spekii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	12	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 a	2020	1	PVL
Ailuropoda melanoleuca	Ailuropoda	melanoleuca		VU	Carnivora	Ursidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ailurus fulgens fulgens	Ailurus	fulgens	fulgens	EN	Carnivora	Ailuridae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Aonyx cinereus	Aonyx	cinereus		VU	Carnivora	Mustelidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Arctictis binturong	Arctictis	binturong		VU	Carnivora	Viverridae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Babyrousa babyrussa	Babyrousa	babyrussa		VU	Cetartiodactyla	Suidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Camelus dromedarius	Camelus	dromedarius		LC	Cetartiodactyla	Camelidae	"Africa; Asia"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Canis lupus signatus	Canis	lupus	signatus	EN	Carnivora	Canidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	16	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ceratotherium simum	Ceratotherium	simum		NT	Perissodactyla	Rhinocerotidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		40	5	<=5	2	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Crocuta crocuta	Crocuta	crocuta		LC	Carnivora	Hyaenidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	6	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Cryptoprocta ferox	Cryptoprocta	ferox		VU	Carnivora	Eupleridae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Cuon alpinus	Cuon	alpinus		EN	Carnivora	Canidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Elephas maximus	Elephas	maximus		EN	Proboscidea	Elephantidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		100	1	<=5	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Equus africanus asinus	Equus	africanus	asinus	CR	Perissodactyla	Equidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Equus quagga boehmi	Equus	quagga	boehmi	NT	Perissodactyla	Equidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	5	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Genetta genetta	Genetta	genetta		LC	Carnivora	Viverridae	"Europe; Africa; Asia"	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Giraffa camelopardalis rothschieldii	Giraffa	camelopardalis	rothschieldii	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Helarctos malayanus	Helarctos	malayanus		VU	Carnivora	Ursidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Hydrictis maculicollis	Hydrictis	maculicollis		NT	Carnivora	Mustelidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Loxodonta africana	Loxodonta	africana		EN	Proboscidea	Elephantidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		44	9	<=10	4	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Lutra lutra	Lutra	lutra		NT	Carnivora	Mustelidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Mephitis mephitis	Mephitis	mephitis		LC	Carnivora	Mephitidae	"North America; South America"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Mungos mungo	Mungos	mungo		LC	Carnivora	Herpestidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Nasua nasua	Nasua	nasua		LC	Carnivora	Procyonidae	"North America; South America"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Pecari tajacu	Pecari	tajacu		LC	Cetartiodactyla	Tayassuidae	"North America; South America"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Potamochoerus porcus pictus	Potamochoerus	porcus	pictus	LC	Cetartiodactyla	Suidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Potos flavus	Potos	flavus		LC	Carnivora	Procyonidae	South America	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Tapirus indicus	Tapirus	indicus		EN	Perissodactyla	Tapiridae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	V	Bunyaviridae	schmallenberg virus		35	3	<=5	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Aepyceros melampus	Aepyceros	melampus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	9	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Alces alces	Alces	alces		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		46.2	13	<=50	7	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		100	2	<=5	2	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Bos javanicus	Bos	javanicus		EN	Cetartiodactyla	Bovidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Bos mutus	Bos	mutus		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Bos taurus	Bos	taurus		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia"	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	domestic	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Boselaphus tragocamelus	Boselaphus	tragocamelus		LC	Cetartiodactyla	Bovidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Budorcas taxicolor	Budorcas	taxicolor		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Capra pyrenaica	Capra	pyrenaica		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	10	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Cervus elaphus hispanicus	Cervus	elaphus	hispanicus	LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		58.3	12	<=50	7	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Damaliscus pygargus	Damaliscus	pygargus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Eudorcas thomsonii	Eudorcas	thomsonii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	14	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Gazella dorcas	Gazella	dorcas		VU	Cetartiodactyla	Bovidae	"Africa; Asia"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Leptailurus serval	Leptailurus	serval		LC	Carnivora	Felidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Lynx lynx	Lynx	lynx		LC	Carnivora	Felidae	"Europe; Asia"	Europe	yes	V	Bunyaviridae	schmallenberg virus		0	8	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Muntiacus reevesi	Muntiacus	reevesi		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Nanger dama	Nanger	dama		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Oryx dammah	Oryx	dammah		EW	Cetartiodactyla	Bovidae	"Asia; Africa"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		37.5	8	<=10	3	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera leo	Panthera	leo		VU	Carnivora	Felidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera leo bleyenberghi	Panthera	leo	bleyenberghi	VU	Carnivora	Felidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	3	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera leo leo	Panthera	leo	leo	VU	Carnivora	Felidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera pardus	Panthera	pardus		VU	Carnivora	Felidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	1	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera pardus kotiya	Panthera	pardus	kotiya	VU	Carnivora	Felidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	8	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera tigris sumatrae	Panthera	tigris	sumatrae	EN	Carnivora	Felidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Philantomba monticola	Philantomba	monticola		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Rusa alfredi	Rusa	alfredi		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	V	Bunyaviridae	schmallenberg virus		0	7	<=10	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Syncerus caffer nanus	Syncerus	caffer	nanus	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	4	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Tragelaphus euryceros	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		25	4	<=5	1	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	2	<=5	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Tragelaphus spekii	Tragelaphus	spekii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	V	Bunyaviridae	schmallenberg virus		0	13	<=50	0	captive	2002-2019	2002	2019	Caballero Gomez et al, 2020 b	2020	2	PVL
Aepyceros melampus	Aepyceros	melampus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	9	<=10	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Alces alces	Alces	alces		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		69.2	13	<=50	9	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Bos javanicus	Bos	javanicus		EN	Cetartiodactyla	Bovidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		100.0	2	<=5	2	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Bos mutus	Bos	mutus		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Bos taurus	Bos	taurus		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia"	Europe	yes	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	domestic	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Boselaphus tragocamelus	Boselaphus	tragocamelus		LC	Cetartiodactyla	Bovidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Budorcas taxicolor	Budorcas	taxicolor		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Capra pyrenaica	Capra	pyrenaica		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		10.0	10	<=10	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Cervus elaphus hispanicus	Cervus	elaphus	hispanicus	LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		33.3	12	<=50	4	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		100.0	2	<=5	2	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Damaliscus pygargus	Damaliscus	pygargus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	7	<=10	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Eudorcas thomsonii	Eudorcas	thomsonii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	14	<=50	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Gazella dorcas	Gazella	dorcas		VU	Cetartiodactyla	Bovidae	"Africa; Asia"	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Leptailurus serval	Leptailurus	serval		LC	Carnivora	Felidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Lynx lynx	Lynx	lynx		LC	Carnivora	Felidae	"Europe; Asia"	Europe	yes	III	Reoviridae	bluetongue virus		33.3	6	<=10	2	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Muntiacus reevesi	Muntiacus	reevesi		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Nanger dama	Nanger	dama		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Oryx dammah	Oryx	dammah		EW	Cetartiodactyla	Bovidae	"Asia; Africa"	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		62.5	8	<=10	5	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera leo	Panthera	leo		VU	Carnivora	Felidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		25.0	4	<=5	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera leo bleyenberghi	Panthera	leo	bleyenberghi	VU	Carnivora	Felidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera leo leo	Panthera	leo	leo	VU	Carnivora	Felidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera pardus	Panthera	pardus		VU	Carnivora	Felidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera pardus kotiya	Panthera	pardus	kotiya	VU	Carnivora	Felidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera tigris sumatrae	Panthera	tigris	sumatrae	EN	Carnivora	Felidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	4	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Philantomba monticola	Philantomba	monticola		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Rusa alfredi	Rusa	alfredi		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	7	<=10	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Syncerus caffer nanus	Syncerus	caffer	nanus	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		100.0	4	<=5	4	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Tragelaphus euryceros	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	4	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
