host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Tragelaphus spekii	Tragelaphus	spekii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		7.7	13	<=50	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ailuropoda melanoleuca	Ailuropoda	melanoleuca		VU	Carnivora	Ursidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ailurus fulgens fulgens	Ailurus	fulgens	fulgens	EN	Carnivora	Ailuridae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Aonyx cinereus	Aonyx	cinereus		VU	Carnivora	Mustelidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Arctictis binturong	Arctictis	binturong		VU	Carnivora	Viverridae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Babyrousa babyrussa	Babyrousa	babyrussa		VU	Cetartiodactyla	Suidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Camelus dromedarius	Camelus	dromedarius		LC	Cetartiodactyla	Camelidae	"Africa; Asia"	Europe	no	III	Reoviridae	bluetongue virus		0.0	5	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Canis lupus signatus	Canis	lupus	signatus	EN	Carnivora	Canidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		12.5	8	<=10	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ceratotherium simum	Ceratotherium	simum		NT	Perissodactyla	Rhinocerotidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		40.0	5	<=5	2	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Crocuta crocuta	Crocuta	crocuta		LC	Carnivora	Hyaenidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Cryptoprocta ferox	Cryptoprocta	ferox		VU	Carnivora	Eupleridae	Africa	Europe	no	III	Reoviridae	bluetongue virus		50.0	2	<=5	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Cuon alpinus	Cuon	alpinus		EN	Carnivora	Canidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Elephas maximus	Elephas	maximus		EN	Proboscidea	Elephantidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		100.0	1	<=5	1	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Equus africanus asinus	Equus	africanus	asinus	CR	Perissodactyla	Equidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Equus quagga boehmi	Equus	quagga	boehmi	NT	Perissodactyla	Equidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	5	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Genetta genetta	Genetta	genetta		LC	Carnivora	Viverridae	"Europe; Africa; Asia"	Europe	yes	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Giraffa camelopardalis rothschieldii	Giraffa	camelopardalis	rothschieldii	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Helarctos malayanus	Helarctos	malayanus		VU	Carnivora	Ursidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Europe	no	III	Reoviridae	bluetongue virus		100.0	1	<=5	1	domestic	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Loxodonta africana	Loxodonta	africana		EN	Proboscidea	Elephantidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		55.6	9	<=10	5	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Lutra lutra	Lutra	lutra		NT	Carnivora	Mustelidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Mephitis mephitis	Mephitis	mephitis		LC	Carnivora	Mephitidae	"North America; South America"	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Mungos mungo	Mungos	mungo		LC	Carnivora	Herpestidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Nasua nasua	Nasua	nasua		LC	Carnivora	Procyonidae	"North America; South America"	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Pecari tajacu	Pecari	tajacu		LC	Cetartiodactyla	Tayassuidae	"North America; South America"	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Potamochoerus porcus pictus	Potamochoerus	porcus	pictus	LC	Cetartiodactyla	Suidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	3	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Potos flavus	Potos	flavus		LC	Carnivora	Procyonidae	South America	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Tapirus indicus	Tapirus	indicus		EN	Perissodactyla	Tapiridae	Asia	Europe	no	III	Reoviridae	bluetongue virus		42.9	7	<=10	3	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	III	Reoviridae	bluetongue virus		0.0	2	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Europe	no	III	Reoviridae	bluetongue virus		0.0	1	<=5	0	captive	2007-2019	2007	2019	Caballero Gomez et al, 2021	2021	2	PVL
Alouatta caraya	Alouatta	caraya		NT	Primates	Atelidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Callithrix jacchus	Callithrix	jacchus		LC	Primates	Callitrichidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Camelus dromedarius	Camelus	dromedarius		LC	Cetartiodactyla	Camelidae	"Africa; Asia"	Europe	no	IV	Flaviviridae	flaviviruses		50	2	<=5	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Ceratotherium simum	Ceratotherium	simum		NT	Perissodactyla	Rhinocerotidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Choloepus didactylus	Choloepus	didactylus		LC	Pilosa	Choloepodidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Coendou prehensilis	Coendou	prehensilis		LC	Rodentia	Erethizontidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Cuniculus paca	Cuniculus	paca		LC	Rodentia	Cuniculidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Equus africanus	Equus	africanus		CR	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	domestic	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Equus grevyi	Equus	grevyi		EN	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Equus hemionus onager	Equus	hemionus	onager	NT	Perissodactyla	Equidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Equus zebra hartmannae	Equus	zebra	hartmannae	VU	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Eulemur coronatus	Eulemur	coronatus		EN	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Eulemur mongoz	Eulemur	mongoz		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Giraffa camelopardalis	Giraffa	camelopardalis		VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Hapalemur alaotrensis	Hapalemur	alaotrensis		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	7	<=10	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Lemur catta	Lemur	catta		EN	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Lycaon pictus	Lycaon	pictus		EN	Carnivora	Canidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		33	12	<=50	4	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	IV	Flaviviridae	flaviviruses		0	12	<=50	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Myrmecophaga tridactyla	Myrmecophaga	tridactyla		VU	Pilosa	Myrmecophagidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Pithecia pithecia	Pithecia	pithecia		LC	Primates	Pitheciidae	"North America; South America"	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Saguinus imperator	Saguinus	imperator		LC	Primates	Callitrichidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Tapirus terrestris	Tapirus	terrestris		VU	Perissodactyla	Tapiridae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Ursus arctos syriacus	Ursus	arctos	syriacus	LC	Carnivora	Ursidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Varecia rubra	Varecia	rubra		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Vicugna vicugna	Vicugna	vicugna		LC	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Canis lupus signatus	Canis	lupus	signatus	EN	Carnivora	Canidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		10	10	<=10	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Chrysocyon brachyurus	Chrysocyon	brachyurus		NT	Carnivora	Canidae	South America	Europe	no	IV	Flaviviridae	usutu virus		50	2	<=5	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Acinonyx jubatus	Acinonyx	jubatus		VU	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		16.7	6	<=10	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Addax nasomaculatus	Addax	nasomaculatus		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	12	<=50	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	10	<=10	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Axis porcinus	Axis	porcinus		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Cervus nippon	Cervus	nippon		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	8	<=10	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Damaliscus pygargus	Damaliscus	pygargus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Hippotragus niger	Hippotragus	niger		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Kobus megaceros	Kobus	megaceros		EN	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Leopardus tigrinus	Leopardus	tigrinus		VU	Carnivora	Felidae	South America	Europe	no	IV	Flaviviridae	flaviviruses		0	1	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Madoqua kirkii	Madoqua	kirkii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Muntiacus reevesi	Muntiacus	reevesi		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Oryx beisa	Oryx	beisa		EN	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	6	<=10	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Oryx leucoryx	Oryx	leucoryx		VU	Cetartiodactyla	Bovidae	"Asia; Africa"	Europe	no	IV	Flaviviridae	flaviviruses		0	6	<=10	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Ovis aries	Ovis	aries		NA	Cetartiodactyla	Bovidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	flaviviruses		0	34	<=50	0	domestic	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Ovis aries cameroon	Ovis	aries	cameroon	NA	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	domestic	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Panthera leo leo	Panthera	leo	leo	VU	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		25	4	<=5	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Pseudois nayaur	Pseudois	nayaur		LC	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	flaviviruses		0	26	<=50	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Tragelaphus angasii	Tragelaphus	angasii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	4	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Tragelaphus eurycerus	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	3	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Tragelaphus imberbis	Tragelaphus	imberbis		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	2	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	flaviviruses		0	5	<=5	0	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Panthera leo persica	Panthera	leo	persica	VU	Carnivora	Felidae	Asia	Europe	no	IV	Flaviviridae	usutu virus		100	1	<=5	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Nanger dama	Nanger	dama		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		7.41	14	<=50	1	captive	2002-2019	2002	2019	Constant et al, 2020	2020	3	PVL
Cercopithecus mitis	Cercopithecus	mitis		LC	Primates	Cercopithecidae	Africa	Africa	yes	VI	Retroviridae	simian immunodeficiency virus	SIVsyk173	35.8	67	>50	24	captive	1981-1996	1981	1996	Ellis et al, 2004	2004	1	PVL
Cercopithecus mitis	Cercopithecus	mitis		LC	Primates	Cercopithecidae	Africa	Africa	yes	VI	Retroviridae	simian immunodeficiency virus	SIVsyk173	46.8	109	>50	51	wild	1981-1996	1981	1996	Ellis et al, 2004	2004	1	PVL
Canis latrans	Canis	latrans		LC	Carnivora	Canidae	North America	North America	yes	IV	Flaviviridae	west nile virus		33	3	<=5	1	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Eira barbara	Eira	barbara		LC	Carnivora	Mustelidae	South America	North America	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Equus equus	Equus	equus		DD	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	North America	yes	IV	Flaviviridae	west nile virus		0	16	<=50	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Nasua narica	Nasua	narica		LC	Carnivora	Procyonidae	"North America; South America"	North America	yes	IV	Flaviviridae	west nile virus		0	2	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Nasua nasua	Nasua	nasua		LC	Carnivora	Procyonidae	"North America; South America"	North America	yes	IV	Flaviviridae	west nile virus		0	3	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Potos flavus	Potos	flavus		LC	Carnivora	Procyonidae	South America	North America	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	North America	yes	IV	Flaviviridae	west nile virus		0	8	<=10	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Mazama americana	Mazama	americana		DD	Cetartiodactyla	Cervidae	South America	North America	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Odocoileus virginianus	Odocoileus	virginianus		LC	Cetartiodactyla	Cervidae	North America	North America	yes	IV	Flaviviridae	west nile virus		0.0	14	<=50	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	North America	yes	IV	Flaviviridae	west nile virus		50	2	<=5	1	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	North America	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2003-2004	2003	2004	Farfan Ale et al, 2006	2006	1	PVL
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		82.9	105	>50	87	wild	2011-2016	2011	2016	Kesik Maliszewska et al, 2018	2018	3	PVL
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		80.7	207	>50	167	captive	2011-2016	2011	2016	Kesik Maliszewska et al, 2018	2018	3	PVL
Ailurus fulgens	Ailurus	fulgens		EN	Carnivora	Ailuridae	Asia	Europe	no	IV	Flaviviridae	usutu virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Apodemus flavicollis	Apodemus	flavicollis		LC	Rodentia	Muridae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Apodemus sylvaticus	Apodemus	sylvaticus		LC	Rodentia	Muridae	"Europe; Africa"	Europe	yes	IV	Flaviviridae	usutu virus		0	10	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Arvicola amphibius	Arvicola	amphibius		LC	Rodentia	Cricetidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Callithrix penicillata	Callithrix	penicillata		LC	Primates	Callitrichidae	South America	Europe	no	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Camelus bactrianus	Camelus	bactrianus		NA	Cetartiodactyla	Camelidae	Asia	Europe	no	IV	Flaviviridae	usutu virus		0	6	<=10	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Canis lupus	Canis	lupus		LC	Carnivora	Canidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		100	2	<=5	2	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Canis lupus occidentalis	Canis	lupus	occidentalis	LC	Carnivora	Canidae	North America	Europe	no	IV	Flaviviridae	usutu virus		50	2	<=5	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Castor canadensis	Castor	canadensis		LC	Rodentia	Castoridae	North America	Europe	no	IV	Flaviviridae	usutu virus		0	10	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Cavia porcellus	Cavia	porcellus		DD	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	usutu virus		33	3	<=5	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	usutu virus		5.88	17	<=50	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus asinus	Equus	asinus		NA	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus caballus caballus	Equus	caballus	caballus	NA	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	Europe	yes	IV	Flaviviridae	usutu virus		0	3	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus quagga chapmani	Equus	quagga	chapmani	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Glis glis	Glis	glis		LC	Rodentia	Gliridae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	9	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Hydrochoerus hydrochaeris	Hydrochoerus	hydrochaeris		LC	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	usutu virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
